assessmentId,internalTaxonId,scientificName,code,name,note,redlistCategory
2934106,40819,Coryphantha maiz-tablasensis,4.3,Awareness & communications,NA,Endangered
2934106,40819,Coryphantha maiz-tablasensis,2.1,Site/area management,NA,Endangered
2934106,40819,Coryphantha maiz-tablasensis,5.4.1,Compliance and enforcement,NA,Endangered
2934106,40819,Coryphantha maiz-tablasensis,1.2,Resource & habitat protection,NA,Endangered
2934278,40820,Coryphantha pycnacantha,4.3,Awareness & communications,NA,Endangered
2934278,40820,Coryphantha pycnacantha,3.4.1,Ex-situ conservation,NA,Endangered
2934278,40820,Coryphantha pycnacantha,2.1,Site/area management,NA,Endangered
2934465,40822,Tephrocactus bonnieae,5.4.1,Compliance and enforcement,None,Endangered
2934715,40824,Mammillaria albiflora,5.4.1,Compliance and enforcement,NA,Critically Endangered
2934715,40824,Mammillaria albiflora,1.1,Site/area protection,NA,Critically Endangered
2934856,40825,Mammillaria anniana,5.4.1,Compliance and enforcement,None,Critically Endangered
2934975,40826,Mammillaria aureilanata,5.4.1,Compliance and enforcement,None,Endangered
2935278,40832,Mammillaria duwei,5.4.1,Compliance and enforcement,None,Critically Endangered
2935278,40832,Mammillaria duwei,1.1,Site/area protection,NA,Critically Endangered
2935421,40834,Mammillaria gasseriana,5.4.1,Compliance and enforcement,None,Endangered
2935564,40835,Mammillaria glochidiata,1.2,Resource & habitat protection,NA,Critically Endangered
2935827,40838,Mammillaria herrerae,5.4.1,Compliance and enforcement,NA,Critically Endangered
2936060,40840,Mammillaria marcosii,5.4.1,Compliance and enforcement,NA,Critically Endangered
2936060,40840,Mammillaria marcosii,1.1,Site/area protection,NA,Critically Endangered
2936210,40841,Mammillaria mathildae,5.4.1,Compliance and enforcement,None,Endangered
2936210,40841,Mammillaria mathildae,1.1,Site/area protection,NA,Endangered
2936350,40842,Mammillaria microhelia,5.4.1,Compliance and enforcement,None,Endangered
2936350,40842,Mammillaria microhelia,1.1,Site/area protection,NA,Endangered
2936350,40842,Mammillaria microhelia,1.2,Resource & habitat protection,NA,Endangered
2936587,40846,Mammillaria pennispinosa,5.1.2,Legislation,NA,Critically Endangered
2936587,40846,Mammillaria pennispinosa,5.4.1,Compliance and enforcement,None,Critically Endangered
2936711,40849,Mammillaria rettigiana,3.4.1,Ex-situ conservation,NA,Endangered
2936711,40849,Mammillaria rettigiana,5.4.1,Compliance and enforcement,None,Endangered
2936840,40850,Mammillaria sanchez-mejoradae,5.4.1,Compliance and enforcement,None,Critically Endangered
2936840,40850,Mammillaria sanchez-mejoradae,1.2,Resource & habitat protection,NA,Critically Endangered
2937303,40855,Mammillaria zeilmanniana,5.4.1,Compliance and enforcement,NA,Critically Endangered
2937303,40855,Mammillaria zeilmanniana,1.1,Site/area protection,NA,Critically Endangered
2937442,40858,Pereskia aureiflora,1.1,Site/area protection,NA,Endangered
2937442,40858,Pereskia aureiflora,3.4.1,Ex-situ conservation,NA,Endangered
2937705,40860,Tacinga estevesii,1.1,Site/area protection,NA,Endangered
2938280,40864,Rhipsalis crispata,1.1,Site/area protection,NA,Endangered
2938611,40866,Rhipsalis pacheco-leonis,2.1,Site/area management,NA,Endangered
2940004,40878,Cipocereus laniflorus,2.1,Site/area management,NA,Endangered
2940119,40879,Cipocereus crassisepalus,1.1,Site/area protection,NA,Endangered
2940366,40882,Cipocereus pusilliflorus,3.4.2,Ex-situ conservation,NA,Critically Endangered
2940366,40882,Cipocereus pusilliflorus,1.1,Site/area protection,NA,Critically Endangered
2940751,40886,Arrojadoa eriocaulis,1.1,Site/area protection,NA,Endangered
2940935,40888,Pilosocereus azulensis,3.4.2,Ex-situ conservation,None,Critically Endangered
2940935,40888,Pilosocereus azulensis,1.1,Site/area protection,NA,Critically Endangered
2941612,40899,Pilosocereus magnificus,1.1,Site/area protection,NA,Endangered
2941835,40902,Pilosocereus multicostatus,1.1,Site/area protection,NA,Endangered
2942075,40904,Micranthocereus violaciflorus,1.1,Site/area protection,NA,Endangered
2942509,40907,Micranthocereus streckeri,1.1,Site/area protection,NA,Critically Endangered
2942664,40908,Micranthocereus polyanthus,1.1,Site/area protection,NA,Endangered
2943088,40913,Coleocephalocereus purpureus,1.1,Site/area protection,NA,Critically Endangered
2943248,40914,Melocactus conoideus,2.1,Site/area management,None,Critically Endangered
2943248,40914,Melocactus conoideus,1.1,Site/area protection,None,Critically Endangered
2943248,40914,Melocactus conoideus,1.2,Resource & habitat protection,None,Critically Endangered
2943388,40915,Melocactus deinacanthus,3.4.2,Ex-situ conservation,NA,Endangered
2943388,40915,Melocactus deinacanthus,1.1,Site/area protection,NA,Endangered
2943509,40917,Melocactus azureus,3.4.2,Ex-situ conservation,None,Endangered
2943509,40917,Melocactus azureus,1.1,Site/area protection,NA,Endangered
2943642,40918,Melocactus ferreophilus,1.1,Site/area protection,NA,Critically Endangered
2943984,40922,Melocactus lanssensianus,1.1,Site/area protection,NA,Endangered
2944067,40923,Melocactus glaucescens,3.4.2,Ex-situ conservation,None,Endangered
2944067,40923,Melocactus glaucescens,1.1,Site/area protection,NA,Endangered
2945254,40939,Arthrocereus glaziovii,3.4.2,Ex-situ conservation,None,Endangered
2945254,40939,Arthrocereus glaziovii,1.1,Site/area protection,NA,Endangered
2946413,40949,Uebelmannia buiningii,3.4.2,Ex-situ conservation,NA,Critically Endangered
2946413,40949,Uebelmannia buiningii,1.1,Site/area protection,NA,Critically Endangered
2946525,40950,Uebelmannia gummifera,2.1,Site/area management,NA,Endangered
2946752,40955,Uebelmannia pectinifera,1.1,Site/area protection,NA,Endangered
2946887,40956,Ariocarpus agavoides,5.4.1,Compliance and enforcement,NA,Endangered
2947027,40957,Ariocarpus bravoanus,5.4.2,Compliance and enforcement,NA,Endangered
2947027,40957,Ariocarpus bravoanus,3.4.1,Ex-situ conservation,NA,Endangered
2947027,40957,Ariocarpus bravoanus,4.3,Awareness & communications,NA,Endangered
2947027,40957,Ariocarpus bravoanus,5.4.1,Compliance and enforcement,NA,Endangered
2947027,40957,Ariocarpus bravoanus,2.1,Site/area management,NA,Endangered
2947027,40957,Ariocarpus bravoanus,1.1,Site/area protection,NA,Endangered
2947027,40957,Ariocarpus bravoanus,1.2,Resource & habitat protection,NA,Endangered
2947532,40960,Ariocarpus scaphirostris,5.4.1,Compliance and enforcement,NA,Endangered
2947851,40962,Echinocactus grusonii,5.4.1,Compliance and enforcement,NA,Endangered
2947851,40962,Echinocactus grusonii,5.4.2,Compliance and enforcement,NA,Endangered
2948122,40968,Obregonia denegrii,5.4.1,Compliance and enforcement,NA,Endangered
2948273,40971,Thelocactus hastifer,5.4.1,Compliance and enforcement,None,Endangered
2948392,40972,Turbinicarpus alonsoi,5.4.1,Compliance and enforcement,None,Critically Endangered
2948525,40975,Turbinicarpus gielsdorfianus,5.4.2,Compliance and enforcement,None,Critically Endangered
2948525,40975,Turbinicarpus gielsdorfianus,2.1,Site/area management,None,Critically Endangered
2948525,40975,Turbinicarpus gielsdorfianus,5.4.1,Compliance and enforcement,None,Critically Endangered
2948670,40976,Turbinicarpus hoferi,5.4.1,Compliance and enforcement,None,Critically Endangered
2948794,40977,Turbinicarpus horripilus,5.4.1,Compliance and enforcement,None,Endangered
2948937,40980,Turbinicarpus laui,5.4.2,Compliance and enforcement,None,Critically Endangered
2948937,40980,Turbinicarpus laui,4.3,Awareness & communications,None,Critically Endangered
2948937,40980,Turbinicarpus laui,2.1,Site/area management,None,Critically Endangered
2948937,40980,Turbinicarpus laui,5.4.1,Compliance and enforcement,None,Critically Endangered
2948937,40980,Turbinicarpus laui,1.1,Site/area protection,None,Critically Endangered
2949250,40982,Turbinicarpus mandragora,5.4.1,Compliance and enforcement,NA,Critically Endangered
2949357,40983,Turbinicarpus pseudomacrochele,5.4.1,Compliance and enforcement,NA,Endangered
2949923,40999,Turbinicarpus swobodae,5.4.1,Compliance and enforcement,None,Critically Endangered
2952171,41218,Opuntia pachyrrhiza,2.1,Site/area management,NA,Endangered
2952171,41218,Opuntia pachyrrhiza,3.1.1,Species management,NA,Endangered
2952324,41219,Opuntia megarrhiza,2.1,Site/area management,None,Endangered
2952324,41219,Opuntia megarrhiza,3.1.1,Species management,None,Endangered
2952609,41222,Opuntia chaffeyi,2.1,Site/area management,NA,Critically Endangered
2952609,41222,Opuntia chaffeyi,1.1,Site/area protection,NA,Critically Endangered
2952751,41223,Mammillaria albicoma,2.1,Site/area management,NA,Endangered
2962398,42217,Cupressus chengiana,2.1,Site/area management,NA,Vulnerable
2962608,42220,Cupressus guadalupensis,2.3,Habitat & natural process restoration,NA,Endangered
2962738,42223,Juniperus angosturana,1.2,Resource & habitat protection,NA,Vulnerable
2965274,42236,Juniperus gracilior,2.1,Site/area management,NA,Endangered
2965274,42236,Juniperus gracilior,5.4.3,Compliance and enforcement,NA,Endangered
2965274,42236,Juniperus gracilior,5.4.2,Compliance and enforcement,NA,Endangered
2965274,42236,Juniperus gracilior,1.2,Resource & habitat protection,NA,Endangered
2965274,42236,Juniperus gracilior,1.1,Site/area protection,NA,Endangered
2965274,42236,Juniperus gracilior,3.4.1,Ex-situ conservation,NA,Endangered
2965274,42236,Juniperus gracilior,3.2,Species recovery,NA,Endangered
2965274,42236,Juniperus gracilior,3.1.1,Species management,NA,Endangered
2966947,42250,Juniperus saltillensis,2.1,Site/area management,NA,Endangered
2966947,42250,Juniperus saltillensis,1.2,Resource & habitat protection,NA,Endangered
2966947,42250,Juniperus saltillensis,1.1,Site/area protection,NA,Endangered
2967451,42256,Juniperus tibetica,2.1,Site/area management,NA,Vulnerable
2967451,42256,Juniperus tibetica,6.2,Substitution,NA,Vulnerable
2967451,42256,Juniperus tibetica,1.1,Site/area protection,NA,Vulnerable
2967451,42256,Juniperus tibetica,3.1.1,Species management,NA,Vulnerable
2967745,42258,Cupressus sargentii,2.3,Habitat & natural process restoration,NA,Vulnerable
2969319,42280,Abies fabri,2.3,Habitat & natural process restoration,NA,Vulnerable
2969866,42286,Abies hickelii,1.1,Site/area protection,NA,Endangered
2970503,42297,Abies recurvata,2.3,Habitat & natural process restoration,NA,Vulnerable
2970503,42297,Abies recurvata,2.1,Site/area management,NA,Vulnerable
2970716,42303,Cedrus atlantica,2.3,Habitat & natural process restoration,NA,Endangered
2970716,42303,Cedrus atlantica,2.2,Invasive/problematic species control,NA,Endangered
2970716,42303,Cedrus atlantica,2.1,Site/area management,NA,Endangered
2971138,42307,Keteleeria evelyniana,2.3,Habitat & natural process restoration,NA,Vulnerable
2972242,42320,Picea asperata,2.3,Habitat & natural process restoration,NA,Vulnerable
2972242,42320,Picea asperata,3.1.1,Species management,NA,Vulnerable
2972813,42327,Picea likiangensis,2.3,Habitat & natural process restoration,NA,Vulnerable
2973032,42329,Picea maximowiczii,2.3,Habitat & natural process restoration,NA,Endangered
2973032,42329,Picea maximowiczii,2.1,Site/area management,NA,Endangered
2977955,42408,Pinus radiata,2.3,Habitat & natural process restoration,NA,Endangered
2977955,42408,Pinus radiata,2.2,Invasive/problematic species control,NA,Endangered
2979186,42424,Pinus torreyana,2.1,Site/area management,NA,Critically Endangered
2979186,42424,Pinus torreyana,5.4.3,Compliance and enforcement,NA,Critically Endangered
2979186,42424,Pinus torreyana,1.1,Site/area protection,NA,Critically Endangered
2979186,42424,Pinus torreyana,3.4.1,Ex-situ conservation,NA,Critically Endangered
2979234,42425,Pinus tropicalis,2.3,Habitat & natural process restoration,NA,Vulnerable
2979571,42430,Pseudotsuga sinensis,3.1.1,Species management,NA,Vulnerable
2981280,42450,Dacrydium medium,1.1,Site/area protection,NA,Vulnerable
2981280,42450,Dacrydium medium,1.2,Resource & habitat protection,NA,Vulnerable
2981523,42473,Dacrydium pectinatum,1.1,Site/area protection,NA,Endangered
2981523,42473,Dacrydium pectinatum,5.4.3,Compliance and enforcement,NA,Endangered
2982299,42483,Nageia motleyi,2.3,Habitat & natural process restoration,NA,Vulnerable
2982299,42483,Nageia motleyi,1.2,Resource & habitat protection,NA,Vulnerable
2982299,42483,Nageia motleyi,1.1,Site/area protection,NA,Vulnerable
2982299,42483,Nageia motleyi,3.1.1,Species management,NA,Vulnerable
2982639,42488,Podocarpus archboldii,1.1,Site/area protection,NA,Vulnerable
2982931,42495,Podocarpus confertus,2.3,Habitat & natural process restoration,NA,Endangered
2982931,42495,Podocarpus confertus,2.1,Site/area management,NA,Endangered
2982931,42495,Podocarpus confertus,1.2,Resource & habitat protection,NA,Endangered
2983647,42507,Podocarpus henkelii,2.1,Site/area management,NA,Endangered
2983647,42507,Podocarpus henkelii,1.1,Site/area protection,NA,Endangered
2984313,42516,Podocarpus macrocarpus,2.1,Site/area management,NA,Endangered
2984313,42516,Podocarpus macrocarpus,1.1,Site/area protection,NA,Endangered
2985158,42525,Podocarpus polystachyus,1.1,Site/area protection,NA,Vulnerable
2985283,42527,Podocarpus ridleyi,2.1,Site/area management,NA,Vulnerable
2985283,42527,Podocarpus ridleyi,1.1,Site/area protection,NA,Vulnerable
2985572,42532,Podocarpus sprucei,2.3,Habitat & natural process restoration,NA,Endangered
2985572,42532,Podocarpus sprucei,2.1,Site/area management,NA,Endangered
2985572,42532,Podocarpus sprucei,1.1,Site/area protection,NA,Endangered
2985572,42532,Podocarpus sprucei,3.1.1,Species management,NA,Endangered
2986067,42540,Prumnopitys montana,4.3,Awareness & communications,NA,Vulnerable
2986067,42540,Prumnopitys montana,4.2,Training,NA,Vulnerable
2986067,42540,Prumnopitys montana,4.1,Formal education,NA,Vulnerable
2986067,42540,Prumnopitys montana,3.3.1,Species re-introduction,NA,Vulnerable
2986067,42540,Prumnopitys montana,3.2,Species recovery,NA,Vulnerable
2987120,42548,Taxus chinensis,3.1.2,Species management,NA,Endangered
2987120,42548,Taxus chinensis,3.4.1,Ex-situ conservation,NA,Endangered
2987120,42548,Taxus chinensis,5.4.1,Compliance and enforcement,NA,Endangered
2987120,42548,Taxus chinensis,3.1.1,Species management,NA,Endangered
2987721,42554,Abies hidalgensis,2.1,Site/area management,NA,Vulnerable
2988056,42559,Podocarpus palawanensis,1.1,Site/area protection,NA,Critically Endangered
2988116,42560,Podocarpus perrieri,1.1,Site/area protection,NA,Critically Endangered
2991465,44008,Leptocereus quadricostatus,2.2,Invasive/problematic species control,NA,Endangered
2991465,44008,Leptocereus quadricostatus,2.1,Site/area management,NA,Endangered
2991465,44008,Leptocereus quadricostatus,3.4.1,Ex-situ conservation,NA,Endangered
2991465,44008,Leptocereus quadricostatus,3.4.2,Ex-situ conservation,NA,Endangered
2991465,44008,Leptocereus quadricostatus,4.3,Awareness & communications,NA,Endangered
2991576,44028,Xanthocyparis vietnamensis,2.1,Site/area management,NA,Endangered
2991576,44028,Xanthocyparis vietnamensis,3.3.1,Species re-introduction,NA,Endangered
3014515,54346,Osteopilus vastus,4.3,Awareness & communications,NA,Vulnerable
3014515,54346,Osteopilus vastus,2.1,Site/area management,NA,Vulnerable
3014515,54346,Osteopilus vastus,1.2,Resource & habitat protection,NA,Vulnerable
3015811,54519,Atelopus laetissimus,1.2,Resource & habitat protection,NA,Endangered
3015954,54531,Atelopus nahumae,1.2,Resource & habitat protection,NA,Endangered
3016604,54575,Rhinella arborescandens,1.2,Resource & habitat protection,NA,Endangered
3018206,54664,Incilius holdridgei,1.1,Site/area protection,NA,Critically Endangered
3022825,55045,Allobates alessandroi,2.1,Site/area management,NA,Endangered
3026022,55249,Mannophryne olmonae,3.4.1,Ex-situ conservation,NA,Vulnerable
3026493,55265,Phyllobates vittatus,5.1.2,Legislation,NA,Endangered
3026493,55265,Phyllobates vittatus,5.4.2,Compliance and enforcement,NA,Endangered
3026493,55265,Phyllobates vittatus,5.4.1,Compliance and enforcement,NA,Endangered
3026493,55265,Phyllobates vittatus,2.1,Site/area management,NA,Endangered
3027705,55288,Agalychnis annae,1.1,Site/area protection,NA,Endangered
3027705,55288,Agalychnis annae,1.2,Resource & habitat protection,NA,Endangered
3028670,55309,Duellmanohyla lythrodes,1.1,Site/area protection,NA,Endangered
3028670,55309,Duellmanohyla lythrodes,1.2,Resource & habitat protection,NA,Endangered
3030233,55492,Isthmohyla graceae,3.4.1,Ex-situ conservation,NA,Critically Endangered
3030233,55492,Isthmohyla graceae,1.2,Resource & habitat protection,NA,Critically Endangered
3030511,55502,Boana heilprini,4.3,Awareness & communications,NA,Vulnerable
3030511,55502,Boana heilprini,2.1,Site/area management,NA,Vulnerable
3030511,55502,Boana heilprini,1.2,Resource & habitat protection,NA,Vulnerable
3031693,55675,Isthmohyla tica,3.4.1,Ex-situ conservation,NA,Critically Endangered
3032570,55810,Osteopilus pulchrilineatus,4.3,Awareness & communications,NA,Vulnerable
3032570,55810,Osteopilus pulchrilineatus,2.1,Site/area management,NA,Vulnerable
3032570,55810,Osteopilus pulchrilineatus,1.2,Resource & habitat protection,NA,Vulnerable
3033682,55912,Ptychohyla legleri,2.1,Site/area management,NA,Endangered
3033682,55912,Ptychohyla legleri,1.1,Site/area protection,NA,Endangered
3036621,56260,Leptopelis karissimbensis,2.1,Site/area management,NA,Vulnerable
3036621,56260,Leptopelis karissimbensis,1.1,Site/area protection,NA,Vulnerable
3036621,56260,Leptopelis karissimbensis,1.2,Resource & habitat protection,NA,Vulnerable
3037156,56277,Leptopelis parkeri,2.1,Site/area management,NA,Endangered
3037156,56277,Leptopelis parkeri,1.2,Resource & habitat protection,NA,Endangered
3037319,56284,Leptopelis vermiculatus,2.1,Site/area management,NA,Endangered
3037319,56284,Leptopelis vermiculatus,1.2,Resource & habitat protection,NA,Endangered
3037948,56404,Eleutherodactylus alcoae,2.1,Site/area management,NA,Endangered
3037948,56404,Eleutherodactylus alcoae,1.2,Resource & habitat protection,NA,Endangered
3037948,56404,Eleutherodactylus alcoae,3.4.1,Ex-situ conservation,NA,Endangered
3039176,56432,Eleutherodactylus armstrongi,2.1,Site/area management,NA,Endangered
3039176,56432,Eleutherodactylus armstrongi,1.2,Resource & habitat protection,NA,Endangered
3043244,5659,Crocodylus acutus,1.1,Site/area protection,NA,Vulnerable
3043244,5659,Crocodylus acutus,5.4.2,Compliance and enforcement,NA,Vulnerable
3043244,5659,Crocodylus acutus,5.4.3,Compliance and enforcement,NA,Vulnerable
3043791,56603,Craugastor fleischmanni,3.4.1,Ex-situ conservation,NA,Critically Endangered
3044332,5660,Mecistops cataphractus,2.3,Habitat & natural process restoration,NA,Critically Endangered
3044332,5660,Mecistops cataphractus,3.1.1,Species management,"In some localities in Central Africa, e.g., throughout Gabon, this species could be a sustainably harvested resource with the appropriate management and legislation.",Critically Endangered
3044332,5660,Mecistops cataphractus,3.2,Species recovery,NA,Critically Endangered
3044332,5660,Mecistops cataphractus,3.3.1,Species re-introduction,Reintroduction programs throughout West Africa are considered critical priority and necessary action to prevent regional extinction.,Critically Endangered
3044332,5660,Mecistops cataphractus,3.4.1,Ex-situ conservation,NA,Critically Endangered
3044332,5660,Mecistops cataphractus,1.1,Site/area protection,Populations of this species in West Africa and in certain portions of its range in Central Africa that are as yet protected should be identified and at least species-specific protection measures implemented.,Critically Endangered
3044332,5660,Mecistops cataphractus,4.1,Formal education,NA,Critically Endangered
3044332,5660,Mecistops cataphractus,4.2,Training,"The biodiversity focus of Central and West Africa has largely been on terrestrial ecosystems and large terrestrial vertebrates (e.g., apes and elephants).  As a result, and despite recent CSG initiatives, there are very few local crocodilian biologists or specialists capable of assessing, monitoring and managing local crocodile populations.",Critically Endangered
3044332,5660,Mecistops cataphractus,4.3,Awareness & communications,NA,Critically Endangered
3044332,5660,Mecistops cataphractus,1.2,Resource & habitat protection,"This species will fall victim to ever diminishing prey and breeding habitat resources, especially in West Africa, if fishing and forestry regulations are not drafted and enforced.",Critically Endangered
3044332,5660,Mecistops cataphractus,5.4.1,Compliance and enforcement,NA,Critically Endangered
3044332,5660,Mecistops cataphractus,5.4.2,Compliance and enforcement,This species is listed as integrally protected in national legislative mechanisms in virtually every country it is known to occur though these laws are not enforced.,Critically Endangered
3044332,5660,Mecistops cataphractus,5.4.3,Compliance and enforcement,NA,Critically Endangered
3044332,5660,Mecistops cataphractus,2.1,Site/area management,NA,Critically Endangered
3044743,5661,Crocodylus intermedius,2.1,Site/area management,Reduce impacts from land-cover modification,Critically Endangered
3044743,5661,Crocodylus intermedius,3.3.1,Species re-introduction,Increase restocking programs in Colombia,Critically Endangered
3046723,5667,Crocodylus palustris,4.1,Formal education,NA,Vulnerable
3048087,5671,Crocodylus siamensis,5.4.2,Compliance and enforcement,NA,Critically Endangered
3048087,5671,Crocodylus siamensis,5.4.1,Compliance and enforcement,NA,Critically Endangered
3048087,5671,Crocodylus siamensis,4.3,Awareness & communications,NA,Critically Endangered
3048087,5671,Crocodylus siamensis,1.1,Site/area protection,NA,Critically Endangered
3048087,5671,Crocodylus siamensis,3.4.1,Ex-situ conservation,NA,Critically Endangered
3048087,5671,Crocodylus siamensis,3.1.2,Species management,NA,Critically Endangered
3048087,5671,Crocodylus siamensis,3.1.1,Species management,NA,Critically Endangered
3048281,5672,Crocodylus mindorensis,2.1,Site/area management,NA,Critically Endangered
3048281,5672,Crocodylus mindorensis,6.1,Linked enterprises & livelihood alternatives,NA,Critically Endangered
3048281,5672,Crocodylus mindorensis,4.3,Awareness & communications,NA,Critically Endangered
3048281,5672,Crocodylus mindorensis,4.2,Training,NA,Critically Endangered
3048281,5672,Crocodylus mindorensis,4.1,Formal education,NA,Critically Endangered
3048281,5672,Crocodylus mindorensis,1.1,Site/area protection,NA,Critically Endangered
3048281,5672,Crocodylus mindorensis,3.2,Species recovery,NA,Critically Endangered
3050126,56799,Craugastor obesus,2.1,Site/area management,NA,Critically Endangered
3055585,57125,Leptodactylus fallax,1.1,Site/area protection,NA,Critically Endangered
3055585,57125,Leptodactylus fallax,1.2,Resource & habitat protection,NA,Critically Endangered
3055585,57125,Leptodactylus fallax,3.4.1,Ex-situ conservation,NA,Critically Endangered
3055585,57125,Leptodactylus fallax,4.3,Awareness & communications,NA,Critically Endangered
3056637,57204,Ctenophryne carpish,2.1,Site/area management,NA,Endangered
3056637,57204,Ctenophryne carpish,1.1,Site/area protection,NA,Endangered
3056964,57223,Oreobates pereger,1.1,Site/area protection,NA,Endangered
3056964,57223,Oreobates pereger,1.2,Resource & habitat protection,NA,Endangered
3057511,57327,Telmatobius brevipes,2.1,Site/area management,NA,Vulnerable
3057511,57327,Telmatobius brevipes,1.2,Resource & habitat protection,NA,Vulnerable
3057646,57328,Telmatobius brevirostris,2.1,Site/area management,NA,Endangered
3057646,57328,Telmatobius brevirostris,1.1,Site/area protection,NA,Endangered
3057820,57329,Telmatobius carrillae,1.2,Resource & habitat protection,NA,Vulnerable
3059201,57348,Telmatobius latirostris,1.2,Resource & habitat protection,NA,Endangered
3059201,57348,Telmatobius latirostris,1.1,Site/area protection,NA,Endangered
3059558,57350,Telmatobius mayoloi,2.3,Habitat & natural process restoration,NA,Endangered
3059558,57350,Telmatobius mayoloi,3.1.1,Species management,NA,Endangered
3059558,57350,Telmatobius mayoloi,1.2,Resource & habitat protection,NA,Endangered
3059558,57350,Telmatobius mayoloi,2.1,Site/area management,NA,Endangered
3060175,57365,Telmatobius truebae,1.1,Site/area protection,NA,Vulnerable
3061504,57676,Anodonthyla nigrigularis,2.1,Site/area management,NA,Endangered
3061504,57676,Anodonthyla nigrigularis,1.1,Site/area protection,NA,Endangered
3061504,57676,Anodonthyla nigrigularis,1.2,Resource & habitat protection,NA,Endangered
3061680,57677,Anodonthyla rouxae,2.1,Site/area management,NA,Endangered
3061680,57677,Anodonthyla rouxae,1.1,Site/area protection,NA,Endangered
3063584,57980,Probreviceps macrodactylus,2.1,Site/area management,NA,Endangered
3063584,57980,Probreviceps macrodactylus,1.2,Resource & habitat protection,NA,Endangered
3067255,58176,Xenopus longipes,1.1,Site/area protection,NA,Critically Endangered
3067255,58176,Xenopus longipes,3.4.1,Ex-situ conservation,NA,Critically Endangered
3067255,58176,Xenopus longipes,2.2,Invasive/problematic species control,NA,Critically Endangered
3067255,58176,Xenopus longipes,4.3,Awareness & communications,NA,Critically Endangered
3067255,58176,Xenopus longipes,1.2,Resource & habitat protection,NA,Critically Endangered
3072875,58746,Lithobates vibicarius,3.4.1,Ex-situ conservation,NA,Vulnerable
3072875,58746,Lithobates vibicarius,1.2,Resource & habitat protection,NA,Vulnerable
3075035,58927,Raorchestes travancoricus,1.1,Site/area protection,NA,Endangered
3075883,59056,Ambystoma flavipiperatum,1.2,Resource & habitat protection,NA,Endangered
3075883,59056,Ambystoma flavipiperatum,1.1,Site/area protection,NA,Endangered
3077765,59236,Cryptotriton veraepacis,2.1,Site/area management,NA,Critically Endangered
3077765,59236,Cryptotriton veraepacis,1.2,Resource & habitat protection,NA,Critically Endangered
3108285,61849,Cophyla berara,2.1,Site/area management,NA,Endangered
3108285,61849,Cophyla berara,1.2,Resource & habitat protection,NA,Endangered
3108285,61849,Cophyla berara,4.2,Training,NA,Endangered
3108285,61849,Cophyla berara,4.3,Awareness & communications,NA,Endangered
3108285,61849,Cophyla berara,6.1,Linked enterprises & livelihood alternatives,NA,Endangered
3108285,61849,Cophyla berara,2.3,Habitat & natural process restoration,NA,Endangered
3112394,62359,Coleocephalocereus buxbaumianus,1.1,Site/area protection,NA,Endangered
3116500,62591,Magnolia cubensis,1.1,Site/area protection,NA,Vulnerable
3116521,35601,Magnolia pacifica,1.1,Site/area protection,NA,Endangered
3146005,867,Alligator sinensis,2.3,Habitat & natural process restoration,NA,Critically Endangered
3146005,867,Alligator sinensis,2.1,Site/area management,NA,Critically Endangered
3146005,867,Alligator sinensis,3.4.1,Ex-situ conservation,NA,Critically Endangered
3146005,867,Alligator sinensis,3.3.2,Species re-introduction,NA,Critically Endangered
3146005,867,Alligator sinensis,4.3,Awareness & communications,NA,Critically Endangered
3165925,10108,Hipposideros ridleyi,2.1,Site/area management,NA,Vulnerable
3169035,10125,Hipposideros curtus,4.3,Awareness & communications,NA,Vulnerable
3169035,10125,Hipposideros curtus,2.1,Site/area management,NA,Vulnerable
3169035,10125,Hipposideros curtus,1.1,Site/area protection,NA,Vulnerable
3169728,10127,Hipposideros demissus,2.1,Site/area management,NA,Vulnerable
3169728,10127,Hipposideros demissus,1.1,Site/area protection,NA,Vulnerable
3173193,10141,Hipposideros lamottei,5.4.3,Compliance and enforcement,NA,Critically Endangered
3173193,10141,Hipposideros lamottei,5.4.2,Compliance and enforcement,NA,Critically Endangered
3173193,10141,Hipposideros lamottei,5.4.1,Compliance and enforcement,NA,Critically Endangered
3173193,10141,Hipposideros lamottei,2.1,Site/area management,NA,Critically Endangered
3173193,10141,Hipposideros lamottei,3.1.1,Species management,NA,Critically Endangered
3173193,10141,Hipposideros lamottei,1.1,Site/area protection,NA,Critically Endangered
3175165,10149,Hipposideros marisae,5.4.3,Compliance and enforcement,NA,Vulnerable
3175165,10149,Hipposideros marisae,5.4.2,Compliance and enforcement,NA,Vulnerable
3175165,10149,Hipposideros marisae,2.1,Site/area management,NA,Vulnerable
3175165,10149,Hipposideros marisae,5.4.1,Compliance and enforcement,NA,Vulnerable
3175165,10149,Hipposideros marisae,1.1,Site/area protection,NA,Vulnerable
3177675,10161,Hipposideros sorenseni,2.1,Site/area management,NA,Vulnerable
3183473,10215,Holoaden bradei,2.1,Site/area management,NA,Critically Endangered
3183473,10215,Holoaden bradei,1.2,Resource & habitat protection,NA,Critically Endangered
3186676,10268,Huso dauricus,2.1,Site/area management,NA,Critically Endangered
3186676,10268,Huso dauricus,3.4.2,Ex-situ conservation,NA,Critically Endangered
3186676,10268,Huso dauricus,4.2,Training,NA,Critically Endangered
3186676,10268,Huso dauricus,3.4.1,Ex-situ conservation,NA,Critically Endangered
3186676,10268,Huso dauricus,4.3,Awareness & communications,NA,Critically Endangered
